Etho_trial,Trial,Shelter,Order,Date,Animal_ID,Trap_ID,Mass,Sex,Dev_stage,Recap._no,Trials,Tagger,Observer,Weather,Temperature,Notes,Distance_moved,Mean_dist_AP,Total_dist_AP,Time_arena,TimeEdge1,TimeEdge2,TimeEdge3,TimeEdge4,TimeEdge5,TimeEdge6,TimeEdge7,TimeEdge8,TimeEdge9,TimeEdge10,TimeEdge11,TimeEdge12,TimeEdge13,TimeEdge14,TimeEdge15,TimeEdge16,TimeEdge17,TimeEdge18,TimeEdge19,TimeEdge20,TimeOuter1,TimeOuter2,TimeOuter3,TimeOuter4,TimeOuter5,TimeOuter6,TimeOuter7,TimeOuter8,TimeOuter9,TimeOuter10,TimeOuter11,TimeOuter12,TimeCenter1,TimeCenter2,TimeCenter3,TimeCenter4,SquaresEntered,TimeEdge,TimeOuter,TimeCenter,TimeNear,TimeFar,TimeShelter,Lat_Shelter,Lat_Entry,TimeMove,TimeStill,Velocity
Trial   189,AP,No,1,7.06.17,10,1.1,31.5,F,A,4,3,Monica,Monica and Erin,"sunny, windy",23,,40.7113,36.1651,97392.5,180.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,-,180.11,-,-,-,1.33464,178.708,0.22713
Trial   190,AP,Yes,2,7.06.17,7,2.9,24.5,M,A,7,3,Monica,Monica and Erin,"sunny, windy",23,,2259.05,27.7784,61140.2,149.413,3,3,4,5,6,6,7,7,3,4,6,11,6,7,7,6,5,9,8,6,4,2,6,13,7,7,8,4,5,6,15,7,8,9,7,7,36,94.1589,36.7026,4.93817,57.3895,78.4101,7.20706,34.4337,34.1668,98.5632,50.049,15.479
Trial   191,AP,Yes,3,7.06.17,6,4.3,34,M,A,7,3,Monica,Monica and Erin,"sunny, windy",23,retagged left ear. Had to run agg twice,0,29.7822,80203.5,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,180.11,0,-,-,180.043,0
Trial   192,AP,No,4,7.06.17,19,4.5,17,M,A,2,3,Monica,Monica and Erin,"sunny, windy",23,,1495.87,34.344,92694.6,180.11,2,2,2,1,1,2,2,3,6,7,8,14,10,9,8,5,8,5,5,3,2,1,1,2,2,2,7,3,5,8,4,5,1,1,3,2,36,153.15,18.7517,2.20216,87.0853,87.0185,-,-,-,110.575,69.468,8.30841
Trial   193,AP,No,5,7.06.17,8,8.2,33.5,M,A,5,3,Monica,Monica and Erin,"sunny, windy",23,,543.626,35.4648,95719.5,180.11,0,0,0,0,1,1,2,0,1,1,1,1,2,4,7,7,3,0,0,0,0,0,0,1,1,2,1,2,3,2,0,0,1,1,1,1,23,152.483,23.2227,4.40431,136.934,43.1756,-,-,-,70.2021,109.841,3.01942
Trial   194,AP,Yes,6,7.06.17,3,9.3,33,F,A,9,3,Monica,Monica and Erin,"sunny, windy",23,,0,30.7483,82989.6,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,180.11,0,-,-,180.043,0
Trial   195,AP,Yes,7,7.06.17,2,10.7,27.5,F,A,10,3,Monica,Monica and Erin,"sunny, windy",23,,131.881,48.7566,131594,180.11,0,0,0,0,0,0,0,1,3,4,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,151.548,3.73699,-,-,155.285,24.8243,155.285,155.085,15.9489,164.094,0.732499
Trial   196,OF,No,1,7.07.17,24,1.1,39,F,A,2,3,Monica,Monica and Erin,sunny,-,Preg?,1125.36,36.3973,97981.6,180.11,1,3,1,0,2,4,5,6,5,6,5,6,3,3,5,4,2,2,3,2,3,3,1,2,2,1,3,2,1,3,3,2,2,2,1,2,35,151.615,15.5486,1.33464,104.102,64.3964,-,-,-,74.2727,105.77,6.28311
Trial   197,OF,Yes,2,7.07.17,10,2.1,27,F,A,5,3,Monica,Monica and Erin,sunny,-,,62.0582,5.28644,14225.8,180.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,180.11,-,-,-,-,0.400392,179.643,0.346742
Trial   198,OF,Yes,3,7.07.17,6,3.9,32.5,M,A,8,3,Monica,Monica and Erin,sunny,-,,1022.72,29.1221,78192.8,180.11,2,1,1,5,7,0,5,4,4,4,3,5,5,5,6,3,2,2,2,4,2,0,1,12,3,2,2,1,1,2,0,1,1,1,1,0,32,76.5416,25.9587,1.73503,36.7026,67.5328,75.8743,0,20.2198,65.8645,114.178,5.73998
Trial   199,OF,No,4,7.07.17,1,4.3,28.5,M,A,6,3,Monica,Monica and Erin,sunny,-,,2395.92,31.8054,85524.6,180.11,10,12,7,3,3,6,11,10,10,8,4,7,12,8,5,7,10,7,6,8,5,4,3,4,5,8,9,7,2,4,2,2,1,4,2,1,36,137.802,17.8842,1.93523,75.1402,82.4808,-,-,-,141.605,38.4376,13.4069
Trial   200,OF,Yes,5,7.07.17,7,4.5,24.5,M,A,8,3,Monica,Monica and Erin,sunny,-,,492.602,19.5257,52504.7,180.11,1,0,0,2,2,0,0,0,0,1,2,2,2,2,2,2,3,3,2,1,1,1,2,2,1,1,1,0,1,1,0,1,0,0,0,0,24,168.765,7.40725,-,149.546,26.6261,3.93719,62.4612,62.3277,43.1756,136.867,2.75646
Trial   201,OF,No,6,7.07.17,19,4.6,15.5,M,J,3,3,Monica,Monica and Erin,sunny,-,,1745.38,33.9529,91401.3,180.11,4,3,3,4,4,5,6,5,7,11,10,12,11,9,7,3,3,3,4,4,1,0,2,3,1,6,8,2,2,3,2,3,1,2,1,0,34,163.226,13.8803,0.934248,79.0774,98.9636,-,-,-,110.375,69.6682,9.74482
Trial   202,OF,No,7,7.07.17,22,6.1,24.5,M,A,2,3,Monica,Monica and Erin,sunny,-,,1128.2,34.5317,92821.2,180.11,4,3,3,3,5,4,7,9,3,3,3,3,1,1,4,5,5,5,4,5,2,0,2,4,4,0,2,2,1,2,1,0,1,2,1,1,33,168.298,9.74287,2.06869,51.8508,128.259,-,-,-,73.8056,106.237,6.3178
Trial   203,OF,No,8,7.07.17,8,9.1,31,M,A,6,3,Monica,Monica and Erin,sunny,-,,1036.4,23.5966,63522.2,180.11,8,11,8,4,5,4,4,2,3,3,1,3,4,2,1,2,3,2,3,4,0,0,1,4,2,0,2,2,2,1,1,0,1,1,1,3,32,164.828,11.7448,2.60255,99.8978,79.2776,-,-,-,77.0755,102.967,5.78644
Trial   204,OF,Yes,9,7.07.17,2,11.5,26,F,A,11,3,Monica,Monica and Erin,sunny,-,,0,29.7666,80012.6,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,180.11,0,-,-,180.043,0
Trial   205,AGG,No,1,7.07.17,24,1.1,39,F,A,2,3,Monica,Monica and Erin,sunny,-,Preg?,1002.38,35.568,95571.3,180.11,6,3,3,3,3,4,4,3,3,5,5,4,3,2,2,4,6,6,6,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,177.04,2.80274,-,67.9999,111.843,-,-,-,61.26,118.583,5.6132
Trial   206,AGG,Yes,2,7.07.17,10,2.1,27,F,A,5,3,Monica,Monica and Erin,sunny,-,,27.8805,30.2385,74900.7,166.496,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2.60255,2.26889,-,-,4.87144,161.625,4.87144,3.26987,3.20314,163.226,0.169768
Trial   207,AGG,Yes,3,7.07.17,6,3.9,32.5,M,A,8,3,Monica,Monica and Erin,sunny,-,,0,30.2089,81292.1,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,180.11,0,-,-,180.043,0
Trial   208,AGG,No,4,7.07.17,1,4.3,28.5,M,A,6,3,Monica,Monica and Erin,sunny,-,,1864.65,30.2325,81325.5,180.11,4,5,0,1,2,2,3,3,1,1,2,3,2,3,7,13,10,6,7,5,4,1,1,2,1,1,1,1,1,6,4,2,0,0,2,1,33,90.7555,12.2787,0.867516,61.5936,42.3081,-,-,-,129.46,50.5829,10.4263
Trial   209,AGG,Yes,5,7.07.17,7,4.5,24.5,M,A,8,3,Monica,Monica and Erin,sunny,-,,493.017,35.4392,92106.5,174.237,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,1,1,0,1,1,1,1,1,2,2,1,2,0,0,1,1,1,2,23,164.561,6.00588,1.93523,166.163,6.33954,1.6683,172.569,172.369,32.7654,141.338,2.85362
Trial   210,AGG,No,6,7.07.17,19,4.6,15.5,M,J,3,3,Monica,Monica and Erin,sunny,-,,1754.6,23.45,63080.5,180.11,6,3,2,1,1,0,1,1,1,1,0,1,2,2,6,14,19,16,11,7,3,1,0,1,0,0,2,2,1,3,2,3,1,0,1,1,30,125.122,11.211,0.533856,126.324,10.5437,-,-,-,110.175,69.8684,9.81091
Trial   211,AGG,No,7,7.07.17,22,6.1,24.5,M,A,2,3,Monica,Monica and Erin,sunny,-,,2018.03,24.3496,65671,180.11,10,6,4,2,2,3,3,2,2,4,5,4,4,5,7,12,21,9,10,11,3,2,1,1,1,0,0,1,2,2,2,5,4,2,0,3,33,155.419,17.9509,3.3366,132.463,44.2433,-,-,-,117.582,62.4612,11.2252
Trial   212,AGG,No,8,7.07.17,8,9.1,31,M,A,6,3,Monica,Monica and Erin,sunny,-,,975.907,30.258,81515.2,180.11,2,1,1,1,1,1,1,1,1,4,3,1,1,2,3,9,4,3,2,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,25,137.735,4.27085,0.934248,109.974,32.9656,-,-,-,82.414,97.6289,5.44058
Trial   213,AGG,Yes,9,7.07.17,2,11.5,26,F,A,11,3,Monica,Monica and Erin,sunny,-,,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
Trial   214,AP,No,1,7.07.17,24,1.1,39,F,A,2,3,Monica,Monica and Erin,sunny,-,Preg?,29.5281,54.6124,147344,180.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,-,180.11,-,-,-,4.93817,175.105,0.164127
Trial   215,AP,Yes,2,7.07.17,10,2.1,27,F,A,5,3,Monica,Monica and Erin,sunny,-,,464.821,32.8746,54999.2,112.176,2,2,2,1,1,0,4,3,2,2,2,2,1,1,1,2,2,2,2,2,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,24,72.7379,25.9587,-,37.103,61.5936,13.4799,31.9646,31.4308,42.7752,69.2678,4.18097
Trial   216,AP,Yes,3,7.07.17,6,3.9,32.5,M,A,8,3,Monica,Monica and Erin,sunny,-,,0,29.0344,77870.3,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,180.11,0,-,-,180.043,0
Trial   217,AP,No,4,7.07.17,1,4.3,28.5,M,A,6,3,Monica,Monica and Erin,sunny,-,,1391.22,32.2313,86863.4,180.11,4,1,3,3,4,7,9,4,5,5,5,5,6,4,3,3,3,2,3,5,2,3,2,4,3,2,2,3,2,1,4,2,1,3,2,4,36,157.955,16.0157,2.40235,45.3778,130.995,-,-,-,89.4209,90.6221,7.75016
Trial   218,AP,Yes,5,7.07.17,7,4.5,24.5,M,A,8,3,Monica,Monica and Erin,sunny,-,,571.333,34.5031,89604.6,174.237,2,1,1,3,3,1,1,0,1,2,2,2,2,2,6,6,2,1,1,2,2,2,2,2,3,2,1,0,0,2,2,1,1,1,0,1,32,155.819,11.5446,4.67124,142.006,30.0294,2.20216,130.127,129.727,36.9028,137.134,3.30692
Trial   219,AP,No,6,7.07.17,19,4.6,15.5,M,J,3,3,Monica,Monica and Erin,sunny,-,,241.062,9.79423,26375.9,180.11,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,16,178.775,1.33464,-,165.295,14.8145,-,-,-,15.682,164.361,1.3449
Trial   220,AP,No,7,7.07.17,22,6.1,24.5,M,A,2,3,Monica,Monica and Erin,sunny,-,,548.588,48.2719,130093,180.11,1,0,0,1,1,1,1,2,2,1,2,3,3,3,2,3,2,2,2,2,0,0,1,1,1,0,1,2,1,0,0,0,1,1,1,0,27,165.095,13.5466,1.4681,21.154,158.956,-,-,-,47.3797,132.663,3.05604
Trial   221,AP,No,8,7.07.17,8,9.1,31,M,A,6,3,Monica,Monica and Erin,sunny,-,,1602.22,27.215,73290.1,180.11,4,3,2,0,0,2,6,3,3,3,5,7,6,6,7,9,8,9,7,6,2,3,3,5,3,5,6,6,4,3,4,1,2,3,2,2,34,132.663,32.8989,7.20706,94.2923,78.4768,-,-,-,96.7614,83.2815,8.93886
Trial   222,AP,Yes,9,7.07.17,2,11.5,26,F,A,11,3,Monica,Monica and Erin,sunny,-,,176.099,32.4048,87233.7,180.11,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,14,54.6535,3.80372,-,51.2502,7.20706,121.652,58.4572,56.1216,14.1472,165.829,0.983197
Trial   223,OF,No,1,7.10.17,27,1.1,13,F,J,1,3,Monica,Monica,sunny,20,,567.907,42.475,114173,180.11,1,1,0,0,0,0,0,0,1,3,2,3,2,2,2,3,3,2,2,1,1,0,0,0,0,0,3,1,2,2,0,1,0,0,0,0,20,174.771,5.33856,-,103.168,76.942,-,-,-,57.3228,122.72,3.18022
Trial   224,OF,No,2,7.10.17,28,1.2,15,M,J,1,3,Monica,Monica,sunny,20,,1685.47,24.2608,65285.7,180.11,8,5,5,6,6,5,4,4,4,4,5,6,6,5,9,11,10,9,5,8,3,2,2,3,1,1,1,2,1,1,3,2,1,0,0,0,33,165.962,13.7468,0.33366,123.721,56.3218,-,-,-,113.378,66.5985,9.41733
Trial   225,OF,Yes,3,7.10.17,14,4.5,21.5,M,A,6,3,Monica,Monica,sunny,20,retagged left ear,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
Trial   226,OF,No,4,7.10.17,4,4.8,36.5,F,A,5,3,Monica,Monica,sunny,20,,238.295,6.1985,16661.6,180.11,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,177.641,2.46908,-,170.7,9.40921,-,-,-,14.1472,165.829,1.33443
Trial   227,OF,No,5,7.10.17,6,5.1,32.5,M,A,9,3,Monica,Monica,sunny,20,,527.431,43.8458,118208,180.11,0,0,0,0,1,1,2,2,1,2,5,5,3,7,7,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,21,155.419,24.6908,-,40.7733,139.336,-,-,-,49.5819,130.461,2.936
Trial   228,OF,Yes,6,7.10.17,3,5.3,37.5,F,A,10,3,Monica,Monica,sunny,20,,576.033,25.2556,67988,180.11,8,3,3,2,1,0,0,2,2,1,1,1,3,3,2,2,2,1,1,7,1,2,2,4,2,2,1,2,0,1,0,0,0,0,1,0,28,59.7251,14.8145,0.066732,45.578,29.0284,105.503,0,91.8232,36.0353,144.008,3.21611
Trial   229,OF,No,7,7.10.17,2,7.7,28.5,F,A,12,3,Monica,Monica,sunny,20,,233.253,34.6964,93367.9,180.11,0,1,1,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1,1,0,14,176.172,3.60353,0.33366,9.74287,170.367,-,-,-,12.212,167.831,1.30327
Trial   230,AGG,No,1,7.10.17,27,1.1,13,F,J,1,3,Monica,Monica,sunny,20,,1732.4,35.3334,95117.4,180.11,4,2,2,2,3,4,5,3,4,9,9,4,3,5,4,9,16,6,6,7,1,1,2,3,0,2,2,2,4,5,2,1,1,1,0,2,34,165.562,13.1462,1.06771,83.8821,95.8939,-,-,-,125.857,54.1864,9.67235
Trial   231,AGG,No,2,7.10.17,28,1.2,15,M,J,1,3,Monica,Monica,sunny,20,,2432.27,23.8327,64229,180.11,4,0,0,0,2,1,0,0,1,3,3,5,4,4,5,21,35,29,26,15,0,0,1,2,1,0,4,2,1,1,2,2,1,1,0,1,27,122.987,4.40431,0.600588,117.382,10.6104,-,-,-,139.403,40.5731,13.5496
Trial   232,AGG,Yes,3,7.10.17,14,4.5,21.5,M,A,6,3,Monica,Monica,sunny,20,retagged left ear,0,28.1178,75777.6,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,180.11,0,-,-,180.043,0
Trial   233,AGG,No,4,7.10.17,4,4.8,36.5,F,A,5,3,Monica,Monica,sunny,20,,1279.68,17.9079,48297.5,180.11,7,7,7,7,7,5,3,2,3,2,1,1,0,0,1,5,8,7,6,6,1,2,2,1,0,1,1,1,0,1,1,2,2,0,2,2,31,172.569,5.80568,1.20118,136.4,43.1756,-,-,-,82.4808,97.5622,7.11819
Trial   234,AGG,No,5,7.10.17,6,5.1,32.5,M,A,9,3,Monica,Monica,sunny,20,,1547.18,27.806,74992.9,180.11,12,5,3,2,1,1,1,1,3,11,11,7,3,2,2,9,9,9,8,10,1,1,0,0,1,1,3,1,2,1,2,1,0,0,0,1,31,152.683,7.34052,0.400392,94.1589,66.2649,-,-,-,118.249,61.7938,8.60616
Trial   235,AGG,Yes,6,7.10.17,3,5.3,37.5,F,A,10,3,Monica,Monica,sunny,20,,0,28.1178,75833.8,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,180.11,0,-,-,180.043,0
Trial   236,AGG,No,7,7.10.17,2,7.7,28.5,F,A,12,3,Monica,Monica,sunny,20,,699.216,33.1623,89405.4,180.11,6,2,1,1,1,1,0,0,0,1,2,4,4,5,3,3,2,2,2,4,1,2,2,1,0,0,1,0,2,1,4,4,1,0,0,0,27,170.1,9.14228,0.533856,43.576,136.2,-,-,-,43.0421,137.001,3.89226
Trial   237,AP,No,1,7.10.17,27,1.1,13,F,J,1,3,Monica,Monica,sunny,20,,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
Trial   238,AP,No,2,7.10.17,28,1.2,15,M,J,1,3,Monica,Monica,sunny,20,,810.183,44.6309,120280,180.11,4,2,0,0,1,3,2,2,2,2,4,4,4,4,5,5,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,179.776,-,-,58.5907,121.185,-,-,-,49.7821,130.261,4.51333
Trial   239,AP,Yes,3,7.10.17,14,4.5,21.5,M,A,6,3,Monica,Monica,sunny,20,retagged left ear,318.23,54.1677,145928,180.11,0,0,0,0,0,0,0,0,1,3,5,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,175.639,4.40431,-,5.07163,174.971,-,-,-,34.9676,145.075,1.7741
Trial   240,AP,No,4,7.10.17,4,4.8,36.5,F,A,5,3,Monica,Monica,sunny,20,,808.19,17.6373,47567.8,180.11,4,3,3,4,4,3,1,1,2,2,2,3,3,2,2,1,2,2,5,7,0,0,1,0,1,3,1,2,1,2,0,0,0,1,1,0,29,175.772,3.1364,1.20118,106.237,73.8723,-,-,-,55.4543,124.589,4.49554
Trial   241,AP,No,5,7.10.17,6,5.1,32.5,M,A,9,3,Monica,Monica,sunny,20,,88.2925,56.1846,151418,180.11,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,180.11,-,-,-,180.11,-,-,-,7.07359,172.969,0.491855
Trial   242,AP,Yes,6,7.10.17,3,5.3,37.5,F,A,10,3,Monica,Monica,sunny,20,,0,30.8045,67739.2,147.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,147.144,0,-,-,147.077,0
Trial   243,AP,No,7,7.10.17,2,7.7,28.5,F,A,12,3,Monica,Monica,sunny,20,,33.1793,55.6152,149939,180.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180.11,-,-,-,180.11,-,-,-,1.00098,179.042,0.184696
Trial   244,OF,Yes,1,7.12.17,10,1.3,31.5,F,A,6,3,Monica,Monica and Erin,cloudy/windy,18,,89.8244,26.4573,71302.4,180.11,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,28.1609,1.33464,-,21.4877,8.00784,150.614,29.4955,25.6251,9.34248,170.7,0.500389
Trial   245,OF,Yes,2,7.12.17,4,4.8,36,F,A,6,3,Monica,Monica and Erin,cloudy/windy,18,,189.449,30.9884,83420.7,180.11,1,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,180.11,-,-,13.7468,166.363,-,-,-,13.0127,167.03,1.05773
Trial   246,OF,No,3,7.12.17,18,4.6,24,M,J,3,3,Monica,Monica and Erin,cloudy/windy,18,retagged right ear,857.194,46.6582,124717,179.309,4,1,1,0,1,1,1,1,2,9,10,4,0,1,2,3,1,1,1,3,0,1,2,1,1,3,8,1,0,2,2,0,1,2,0,1,30,157.02,9.74287,0.600588,28.628,138.736,-,-,-,74.206,104.903,4.82544
Trial   247,OF,No,4,7.12.17,24,7.1,28.5,F,A,3,3,Monica,Monica and Erin,cloudy/windy,18,,1435.04,25.9353,69817.8,180.11,7,6,6,5,7,6,5,5,6,7,5,4,2,2,3,4,3,3,3,6,2,3,3,0,0,2,3,0,1,3,2,0,2,0,1,2,31,157.621,12.8125,1.4681,95.1598,76.7418,-,-,-,66.732,113.311,8.01215
Trial   248,OF,Yes,5,7.12.17,14,7.6,22,M,A,7,3,Monica,Monica and Erin,cloudy/windy,18,,0,29.6855,79824.4,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,180.11,0,-,-,180.043,0
Trial   249,OF,Yes,6,7.12.17,2,7.9,26,F,A,13,3,Monica,Monica and Erin,cloudy/windy,18,,0,29.7006,79983.8,180.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,180.11,0,-,-,180.043,0
Trial   250,AGG,Yes,1,7.12.17,10,1.3,31.5,F,A,6,3,Monica,Monica and Erin,cloudy/windy,18,,154.151,29.1167,78149.3,180.11,21,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,180.11,-,-,39.2384,140.871,-,-,-,7.34052,172.702,0.865817
Trial   251,AGG,Yes,2,7.12.17,4,4.8,36,F,A,6,3,Monica,Monica and Erin,cloudy/windy,18,,895.112,23.0733,61882.5,180.11,6,9,6,4,3,1,4,3,3,3,2,3,3,3,3,3,3,3,3,3,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,24,177.374,2.60255,-,111.309,68.6672,-,-,71.4032,50.7831,129.26,5.03133
Trial   252,AGG,No,3,7.12.17,18,4.6,24,M,J,3,3,Monica,Monica and Erin,cloudy/windy,18,retagged right ear,1994.03,35.9465,95006.6,178.375,8,8,4,4,2,2,3,4,3,6,11,9,8,5,6,16,7,7,4,6,1,0,2,2,4,2,3,0,1,3,1,1,1,2,0,1,33,163.16,10.4102,0.66732,77.943,96.2943,-,-,-,106.704,70.9361,11.3789
Trial   253,AGG,No,4,7.12.17,24,7.1,28.5,F,A,3,3,Monica,Monica and Erin,cloudy/windy,18,,1553.61,34.6582,93092,180.11,11,5,3,2,2,2,2,2,2,2,2,1,2,3,5,9,14,15,12,15,1,0,0,0,0,0,0,1,1,4,3,2,0,0,0,0,26,173.37,4.67124,-,95.0264,83.0146,-,-,-,80.9459,98.8301,8.70328
Trial   254,AGG,Yes,5,7.12.17,14,7.6,22,M,A,7,3,Monica,Monica and Erin,cloudy/windy,18,,439.675,26.3693,28399.8,72.5377,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,33.4995,2.66928,-,24.9578,11.211,-,-,107.505,33.4327,38.9048,6.15189
Trial   255,AGG,Yes,6,7.12.17,2,7.9,26,F,A,13,3,Monica,Monica and Erin,cloudy/windy,18,,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
Trial   256,AP,Yes,1,7.12.17,10,1.3,31.5,F,A,6,3,Monica,Monica and Erin,cloudy/windy,18,,277.486,39.0124,104904,180.11,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,178.041,2.06869,-,133.664,46.4455,-,-,-,33.1658,146.877,1.55273
Trial   257,AP,Yes,2,7.12.17,4,4.8,36,F,A,6,3,Monica,Monica and Erin,cloudy/windy,18,,349.77,6.4718,17422.1,180.11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,7,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,13,172.836,7.27379,-,173.57,6.53974,-,-,-,27.3601,152.683,1.95283
Trial   258,AP,No,3,7.12.17,18,4.6,24,M,J,3,3,Monica,Monica and Erin,cloudy/windy,18,retagged right ear,525.597,47.3135,127368,180.11,1,1,1,1,1,2,2,2,3,5,6,3,2,1,0,2,3,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,22,171.168,6.94013,-,32.5652,145.542,-,-,-,47.6466,132.396,2.93451
Trial   259,AP,No,4,7.12.17,24,7.1,28.5,F,A,3,3,Monica,Monica and Erin,cloudy/windy,18,,1790.89,42.3148,113869,180.11,5,3,3,4,4,6,3,3,5,9,10,8,8,8,7,6,7,7,5,5,0,0,1,1,0,0,3,1,4,6,2,0,1,2,0,3,30,161.959,11.3444,0.600588,50.4494,123.454,-,-,-,76.8753,103.168,10.0064
Trial   260,AP,Yes,5,7.12.17,14,7.6,22,M,A,7,3,Monica,Monica and Erin,cloudy/windy,18,,0,32.2488,11996.5,25.0912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,25.0912,0,-,-,25.0245,0
