Etho_trial,Trial,Shelter,Order,Date,Animal_ID,Trap_ID,Mass,Sex,Dev_stage,Recap._no,Trials,Tagger,Observer,Weather,Temperature,Notes,Distance_moved,Mean_dist_AP,Total_dist_AP,Time_arena,TimeEdge1,TimeEdge2,TimeEdge3,TimeEdge4,TimeEdge5,TimeEdge6,TimeEdge7,TimeEdge8,TimeEdge9,TimeEdge10,TimeEdge11,TimeEdge12,TimeEdge13,TimeEdge14,TimeEdge15,TimeEdge16,TimeEdge17,TimeEdge18,TimeEdge19,TimeEdge20,TimeOuter1,TimeOuter2,TimeOuter3,TimeOuter4,TimeOuter5,TimeOuter6,TimeOuter7,TimeOuter8,TimeOuter9,TimeOuter10,TimeOuter11,TimeOuter12,TimeCenter1,TimeCenter2,TimeCenter3,TimeCenter4,SquaresEntered,TimeEdge,TimeOuter,TimeCenter,TimeNear,TimeFar,TimeShelter,Lat_Shelter,Lat_Entry,TimeMove,TimeStill,Velocity
Trial   261,AP,Yes,6,7.12.17,2,7.9,26,F,A,13,3,Monica,Monica and Erin,cloudy/windy,18,,57.4592,33.7016,71413.6,142.339,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6.80666,1.13444,-,-,7.94111,134.398,7.94111,6.94013,3.26987,138.936,0.408659
Trial   262,OF,No,1,8.28.17,45,1.2,19,F,J,1,3,Monica,Monica,sunny,18.9,,2507.67,38.0784,102355,180.11,6,5,5,2,4,1,0,2,3,1,8,7,3,5,6,8,10,9,7,8,5,4,3,5,0,4,5,0,2,6,6,4,1,1,2,1,33,146.81,25.4916,2.53582,127.258,47.5799,-,-,-,138.602,41.4406,14.0427
Trial   263,OF,No,2,8.28.17,30,1.3,19,F,A,2,3,Monica,Monica,sunny,18.9,,2951.73,50.4141,135564,180.11,5,6,3,4,4,4,4,6,7,13,12,9,6,7,6,6,5,6,8,6,5,3,3,5,7,8,9,3,3,4,4,3,2,3,1,1,36,136.534,24.8243,1.73503,60.993,102.1,-,-,-,133.864,46.1785,16.517
Trial   264,OF,No,3,8.28.17,29,1.5,26,M,A,2,1,Monica,Monica,sunny,18.9,escaped after OF,4634.96,45.1932,121253,180.11,7,5,7,7,6,5,5,5,5,10,12,15,10,11,17,20,14,7,5,7,7,4,4,6,5,6,14,10,6,10,6,6,8,0,3,7,35,113.578,30.2296,3.3366,87.2187,59.9253,-,-,-,142.473,37.5701,26.0526
Trial   265,OF,No,4,8.28.17,46,1.7,20,F,A,1,3,Monica,Monica,sunny,18.9,,4447.57,27.631,74106.3,180.11,6,7,10,8,4,4,8,6,6,8,8,7,11,15,16,14,16,17,16,12,11,13,9,10,9,9,16,18,23,24,27,17,11,5,10,16,36,99.3639,57.523,16.7497,99.7643,73.8723,-,-,-,157.354,22.6889,25.0181
Trial   266,OF,No,5,8.28.17,47,2.2,19.5,M,A,1,3,Monica,Monica,sunny,18.9,,564.429,11.3558,30445,180.11,5,5,3,2,1,1,1,1,1,0,0,0,0,0,1,2,3,2,2,5,3,1,0,0,0,1,1,1,1,2,2,2,1,0,0,0,25,169.633,9.87634,0.600588,163.76,16.3493,-,-,-,60.4592,119.584,3.17736
Trial   267,OF,No,6,8.28.17,3,9.3,36.5,F,A,12,3,Monica,Monica,sunny,18.9,,1090.54,30.4215,81651.4,180.11,5,3,2,3,4,2,2,2,2,5,4,5,1,1,3,5,2,2,3,4,3,1,2,1,1,2,6,2,3,2,2,1,1,1,1,2,36,123.588,31.8312,1.33464,94.8262,61.9273,-,-,-,100.098,79.9449,6.12522
Trial   268,OF,No,7,8.28.17,33,2.9,21.5,M,A,2,1,Monica,Monica,sunny,18.9,escaped after OF,1689.02,31.1883,83865.3,180.11,6,4,3,3,3,2,2,2,5,2,1,2,3,3,6,11,8,5,5,7,8,5,3,5,3,4,2,1,1,4,1,2,2,2,0,1,35,90.889,18.7517,1.80176,77.8095,33.6329,-,-,-,95.2266,84.8164,9.45129
Trial   269,OF,No,8,8.28.17,8,4.3,31.5,M,A,9,3,Monica,Monica,sunny,18.9,,2136.47,29.8321,80278.1,180.11,10,3,2,3,3,3,1,1,3,5,4,2,7,8,13,14,8,7,6,9,5,3,1,0,0,1,3,4,6,5,1,1,0,0,2,1,32,147.144,23.3562,1.06771,132.596,38.9715,-,-,-,110.508,69.5347,11.9372
Trial   270,OF,No,9,8.28.17,48,5.4,29,F,A,1,3,Monica,Monica,sunny,18.9,,2352.21,31.0828,83674.8,180.11,5,6,6,5,3,3,4,3,3,6,13,11,3,3,6,10,6,7,7,8,4,4,2,1,3,4,4,6,5,2,3,5,5,4,4,5,36,148.212,21.5544,6.13934,86.0843,89.8213,-,-,-,139.67,40.3729,13.1329
Trial   271,OF,No,10,8.28.17,31,5.7,30.5,M,A,2,3,Monica,Monica,sunny,18.9,,1876.05,33.0128,88870.6,180.11,5,7,2,2,2,2,2,2,5,7,8,4,3,3,5,5,3,2,0,2,5,0,1,2,3,2,3,1,2,1,2,2,0,1,1,2,33,112.243,20.0863,0.66732,54.9204,78.0764,-,-,-,104.369,75.6741,10.4743
Trial   272,OF,No,11,8.28.17,32,5.9,24.5,M,A,2,3,Monica,Monica,sunny,18.9,,2424.86,27.6898,74568.5,180.11,10,14,5,5,6,3,4,2,4,8,8,8,10,13,8,6,7,5,3,2,8,7,3,4,2,4,10,6,7,4,4,4,7,5,7,5,36,133.864,31.5642,11.4112,83.0813,93.7585,-,-,-,125.656,54.3866,13.5284
Trial   273,OF,No,12,8.28.17,38,6.1,26.5,F,A,2,3,Monica,Monica,sunny,18.9,botfly,2654.65,33.9073,91312.4,180.11,10,9,7,5,6,3,4,6,7,10,9,11,9,6,14,13,5,4,6,9,3,4,5,4,2,2,7,5,6,7,3,2,2,1,1,4,36,139.136,14.948,2.40235,65.9312,90.5553,-,-,-,133.864,46.1785,14.8104
Trial   274,OF,No,13,8.28.17,40,7.1,24.5,M,A,2,3,Monica,Monica,sunny,18.9,botfly,1088.16,42.6544,114826,180.11,2,1,0,0,1,3,5,2,2,18,24,1,0,0,0,1,1,1,3,2,0,0,0,2,1,1,1,0,0,0,0,2,1,1,0,0,22,173.17,6.00588,0.533856,23.0225,156.687,-,-,-,51.9842,128.059,6.07541
Trial   275,OF,No,14,8.28.17,49,7.8,17,F,J,1,3,Monica,Monica,sunny,18.9,,2686.77,33.3264,89781.3,180.11,10,9,6,5,5,7,6,4,5,4,7,13,8,5,4,4,4,4,4,5,2,1,2,4,2,3,6,3,4,4,2,1,0,2,1,1,35,107.972,11.8783,0.934248,47.1795,73.6054,-,-,-,148.145,31.8979,14.9785
Trial   276,OF,No,15,8.28.17,50,7.9,21.5,M,A,1,3,Monica,Monica,sunny,18.9,,2058.19,38.8191,104540,180.11,3,3,4,5,2,2,4,5,5,6,10,8,7,8,9,12,5,2,2,2,0,1,2,2,2,3,5,5,7,4,1,0,0,2,4,1,33,101.433,21.6212,3.00294,51.6506,74.4062,-,-,-,134.665,45.3778,11.4827
Trial   277,OF,No,16,8.28.17,35,8.5,23.5,F,A,2,3,Monica,Monica,sunny,18.9,,1285.57,30.8126,82885.8,180.11,2,2,4,3,2,3,5,4,5,10,9,12,5,4,5,4,3,3,4,3,0,0,1,1,2,0,8,3,2,1,0,1,1,1,0,0,30,165.028,14.3474,0.66732,88.887,91.1559,-,-,-,102.233,77.7428,7.18833
Trial   278,OF,No,17,8.28.17,37,9.5,17.5,M,A,2,2,Monica,Monica,sunny,18.9,,2451.9,27.8114,74868.3,180.11,7,8,4,4,1,1,2,3,6,8,17,15,9,5,5,9,7,6,7,7,5,2,3,3,3,3,7,8,8,6,4,4,2,0,1,3,35,145.142,25.9587,1.53484,98.363,74.2727,-,-,-,134.332,45.7114,13.6894
Trial   279,OF,No,18,8.28.17,51,10.2,22.5,M,A,1,1,Monica,Monica,sunny,18.9,,1750.84,19.5282,52530.9,180.11,9,9,13,12,10,2,4,3,4,3,3,3,3,4,7,4,4,5,4,4,2,11,16,16,6,2,0,0,0,2,3,2,11,6,4,10,33,108.506,54.1864,15.0814,95.0931,82.6809,-,-,-,116.114,63.9293,9.78987
Trial   280,AGG,No,1,8.28.17,45,1.2,19,F,J,1,3,Monica,Monica,sunny,18.9,,1942.15,26.6199,71421.2,180.11,6,4,1,5,3,2,2,3,2,2,4,10,5,4,5,9,12,14,13,11,5,6,7,3,2,0,4,2,5,3,3,3,2,1,0,3,34,151.749,26.6928,1.26791,127.258,52.4514,-,-,-,116.914,63.1285,10.9166
Trial   281,AGG,No,2,8.28.17,30,1.3,19,F,A,2,3,Monica,Monica,sunny,18.9,,2109.87,25.5668,68749,180.11,4,2,1,0,0,0,0,0,1,2,2,2,2,3,3,9,16,19,25,13,1,1,0,0,0,0,1,3,4,2,2,2,1,0,0,2,25,89.0872,5.87242,0.600588,88.8203,6.73993,-,-,-,126.991,53.0519,11.8062
-,AGG,No,3,8.28.17,29,1.5,26,M,A,2,1,Monica,Monica,sunny,18.9,escaped after OF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   282,AGG,No,4,8.28.17,46,1.7,20,F,A,1,3,Monica,Monica,sunny,18.9,,3082.83,22.9715,61701.5,180.11,9,5,4,3,3,2,2,1,2,6,5,7,7,7,12,19,19,18,15,17,4,1,1,2,1,0,7,6,7,14,4,1,1,1,1,1,35,99.6309,10.0098,5.47202,91.4896,23.6231,-,-,-,145.476,34.5672,17.2894
Trial   283,AGG,No,5,8.28.17,47,2.2,19.5,M,A,1,3,Monica,Monica,sunny,18.9,,339.926,28.0926,75513,180.11,3,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,176.84,3.26987,-,44.7772,135.332,-,-,-,30.7635,149.279,1.90355
Trial   284,AGG,No,6,8.28.17,3,9.3,36.5,F,A,12,3,Monica,Monica,sunny,18.9,,549.538,9.42404,25284.7,180.11,3,1,1,1,0,0,0,0,1,0,0,0,0,0,2,9,4,4,4,6,1,0,1,1,1,2,1,1,0,1,1,1,1,0,2,2,24,166.363,8.5417,1.4681,169.032,7.34052,-,-,-,38.1707,141.872,3.0889
-,AGG,No,7,8.28.17,33,2.9,21.5,M,A,2,1,Monica,Monica,sunny,18.9,escaped after OF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   285,AGG,No,8,8.28.17,8,4.3,31.5,M,A,9,3,Monica,Monica,sunny,18.9,,1423.7,25.3774,68138.2,180.11,6,3,1,1,0,0,0,0,1,1,2,2,1,1,3,10,12,9,8,8,3,1,1,1,0,1,0,1,1,2,1,2,0,0,1,0,27,156.42,10.6771,0.133464,161.758,5.47202,-,-,-,74.6731,105.37,7.99048
Trial   286,AGG,No,9,8.28.17,48,5.4,29,F,A,1,3,Monica,Monica,sunny,18.9,,2092.6,22.4287,60131.3,179.643,5,1,0,0,0,0,0,0,1,1,1,4,2,2,2,23,23,17,18,16,1,0,0,0,0,1,6,3,1,2,3,2,0,0,1,2,24,115.847,15.7488,0.800784,106.971,25.4249,-,-,-,142.806,36.7026,11.7403
Trial   287,AGG,No,10,8.28.17,31,5.7,30.5,M,A,2,3,Monica,Monica,sunny,18.9,,1568.59,28.1292,75386.4,179.709,4,3,1,2,1,1,1,1,1,1,6,6,2,2,5,7,6,4,4,7,3,2,0,1,2,2,2,3,2,4,1,1,1,1,1,0,34,97.6956,22.6889,0.33366,87.5524,33.1658,-,-,-,101.9,77.6093,8.8103
Trial   288,AGG,No,11,8.28.17,32,5.9,24.5,M,A,2,3,Monica,Monica,sunny,18.9,,1643.16,24.8772,66969.3,180.11,4,2,2,2,2,2,3,2,2,2,1,2,2,2,8,10,15,11,11,12,2,0,0,1,4,1,3,1,1,2,1,1,0,0,0,0,30,166.229,13.3464,-,153.417,26.1589,-,-,-,103.301,76.7418,9.17411
-,AGG,No,12,8.28.17,38,6.1,26.5,F,A,2,3,Monica,Monica,sunny,18.9,botfly,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   289,AGG,No,13,8.28.17,40,7.1,24.5,M,A,2,3,Monica,Monica,sunny,18.9,botfly,798.607,23.5926,63582.2,180.11,7,3,1,1,2,2,1,2,2,2,1,5,5,2,2,3,4,3,2,7,1,1,2,2,1,1,4,1,2,2,1,0,0,0,0,2,32,167.297,12.4789,0.33366,87.8193,92.2904,-,-,-,59.8586,120.184,4.44884
Trial   290,AGG,No,14,8.28.17,49,7.8,17,F,J,1,3,Monica,Monica,sunny,18.9,,1650.18,27.0026,72636.9,180.11,7,3,2,2,1,3,3,0,0,0,3,2,1,0,1,9,10,10,9,6,2,3,1,2,0,0,1,2,1,2,5,3,1,0,2,3,29,117.181,11.5446,3.20314,94.1589,37.7703,-,-,-,104.369,75.6741,9.22703
Trial   291,AGG,No,15,8.28.17,50,7.9,21.5,M,A,1,3,Monica,Monica,sunny,18.9,,2226.32,28.8316,77758.8,180.11,6,4,5,5,8,12,10,7,8,7,7,13,3,4,6,10,10,11,11,10,5,3,1,2,1,2,10,3,0,1,2,6,3,1,2,1,35,152.549,22.3552,1.6683,82.414,94.1589,-,-,-,128.459,51.5838,12.3838
Trial   292,AGG,No,16,8.28.17,35,8.5,23.5,F,A,2,3,Monica,Monica,sunny,18.9,,1760.94,22.8162,61398.3,180.11,7,6,5,3,2,3,3,4,4,7,7,4,2,3,4,9,17,13,12,11,1,1,3,1,0,0,4,2,2,4,2,0,1,3,1,3,33,160.557,12.5456,5.0049,119.584,58.524,-,-,-,133.331,46.7124,9.83901
Trial   293,AGG,No,17,8.28.17,37,9.5,17.5,M,A,2,2,Monica,Monica,sunny,18.9,,2128.19,26.6474,71548.4,180.11,7,9,8,9,11,11,8,7,8,9,10,7,6,5,4,5,7,5,6,10,5,5,2,3,3,2,1,3,1,2,3,1,2,1,2,2,36,165.829,12.0785,1.40137,82.6809,96.6279,-,-,-,124.055,55.9881,11.9444
-,AGG,No,18,8.28.17,51,10.2,22.5,M,A,1,1,Monica,Monica,sunny,18.9,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   294,AP,No,1,8.28.17,45,1.2,19,F,J,1,3,Monica,Monica,sunny,18.9,,1367.87,25.541,68475.5,180.11,4,4,2,2,3,3,2,3,3,5,6,11,4,4,5,6,7,6,6,5,2,1,2,3,3,2,9,2,3,5,2,0,1,0,0,1,33,148.145,19.7527,1.13444,105.503,63.5289,-,-,-,99.7643,80.2786,7.70023
Trial   295,AP,No,2,8.28.17,30,1.3,19,F,A,2,3,Monica,Monica,sunny,18.9,,2325.01,27.5291,74080.9,180.11,7,3,1,2,4,4,5,4,4,6,4,8,5,6,6,8,9,8,10,12,7,2,2,4,3,4,9,9,9,10,9,7,6,3,5,7,36,103.301,26.6261,6.473,82.3473,54.0529,-,-,-,132.463,47.5799,12.9907
-,AP,No,3,8.28.17,29,1.5,26,M,A,2,1,Monica,Monica,sunny,18.9,escaped after OF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   296,AP,No,4,8.28.17,46,1.7,20,F,A,1,3,Monica,Monica,sunny,18.9,,4055.29,26.3518,70807.2,180.11,7,9,10,6,4,4,8,7,10,10,5,9,10,9,9,23,32,31,27,15,12,17,15,13,7,10,12,10,9,12,7,11,7,3,1,4,36,129.46,33.8999,3.20314,101.833,64.73,-,-,-,151.615,28.4278,22.7262
Trial   297,AP,No,5,8.28.17,47,2.2,19.5,M,A,1,3,Monica,Monica,sunny,18.9,,1255.64,30.6707,82534.8,180.11,8,7,4,5,6,5,4,4,4,12,8,9,1,2,2,3,4,3,4,6,1,1,1,0,1,1,12,3,1,0,1,0,0,1,1,1,32,163.427,15.5486,1.13444,73.5387,106.571,-,-,-,102.901,77.1422,7.01571
Trial   298,AP,No,6,8.28.17,3,9.3,36.5,F,A,12,3,Monica,Monica,sunny,18.9,,339.778,8.40284,22645.7,180.11,3,1,1,1,1,2,3,1,1,1,0,0,0,0,0,1,2,3,2,4,2,0,0,1,0,1,2,1,0,0,2,1,0,0,1,1,24,169.833,8.27477,2.00196,159.957,20.1531,-,-,-,27.8272,152.082,1.89282
-,AP,No,7,8.28.17,33,2.9,21.5,M,A,2,1,Monica,Monica,sunny,18.9,escaped after OF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   299,AP,No,8,8.28.17,8,4.3,31.5,M,A,9,3,Monica,Monica,sunny,18.9,,1270.12,22.8859,61723.2,180.11,4,1,1,3,6,6,2,1,1,5,8,9,4,3,3,13,14,5,4,6,2,2,2,4,4,5,5,2,2,0,4,4,1,1,2,2,35,147.144,29.9627,2.66928,117.849,61.9273,-,-,-,83.6152,96.4277,7.06501
Trial   300,AP,No,9,8.28.17,48,5.4,29,F,A,1,3,Monica,Monica,sunny,18.9,,2583.05,25.9509,69885.8,180.11,7,5,4,3,5,5,5,5,4,4,4,7,5,5,9,14,13,9,10,10,5,2,1,2,2,3,5,4,4,6,3,6,5,6,8,6,36,136.934,30.8969,10.21,97.6289,80.4121,-,-,-,134.065,45.9783,14.4109
Trial   301,AP,No,10,8.28.17,31,5.7,30.5,M,A,2,3,Monica,Monica,sunny,18.9,,1136.56,32.9598,88628.8,180.11,4,3,2,1,3,3,5,4,2,5,7,8,2,2,3,6,5,4,4,4,2,1,2,3,0,0,3,0,0,1,1,2,2,1,0,0,30,153.751,12.212,1.6683,49.5151,118.116,-,-,-,85.2168,94.8262,6.35988
Trial   302,AP,No,11,8.28.17,32,5.9,24.5,M,A,2,3,Monica,Monica,sunny,18.9,,805.635,29.9006,80611.9,180.11,1,0,0,0,1,1,1,0,0,0,1,2,2,3,2,3,2,2,1,2,1,1,0,1,2,1,1,2,1,1,1,1,1,1,1,0,28,168.899,8.00784,1.33464,162.893,15.3484,-,-,-,39.9057,140.137,4.48466
Trial   303,AP,No,12,8.28.17,38,6.1,26.5,F,A,2,3,Monica,Monica,sunny,18.9,botfly,2301.24,33.6686,90804.3,180.11,8,6,4,5,6,6,3,2,6,5,8,16,5,4,6,11,5,5,4,8,6,4,3,3,6,3,6,4,4,6,3,4,1,3,4,1,36,132.73,15.2816,2.13542,52.6515,97.4955,-,-,-,103.368,76.6751,12.8006
Trial   304,AP,No,13,8.28.17,40,7.1,24.5,M,A,2,3,Monica,Monica,sunny,18.9,botfly,834.042,27.2957,73452.8,180.11,2,3,2,2,7,9,5,3,1,1,0,2,1,1,1,3,3,1,1,1,1,0,1,3,2,2,4,1,0,1,1,0,1,1,3,3,32,145.476,21.2875,4.67124,51.7173,119.717,-,-,-,55.4543,124.589,4.65836
Trial   305,AP,No,14,8.28.17,49,7.8,17,F,J,1,3,Monica,Monica,sunny,18.9,,2151.36,25.5951,69055.6,180.11,7,6,4,4,7,3,4,2,2,2,2,3,2,2,1,2,2,2,3,8,6,6,6,6,3,5,8,7,4,2,4,5,3,6,2,5,36,75.2737,21.6212,6.13934,53.7193,49.3149,-,-,-,92.4906,87.5524,11.958
Trial   306,AP,No,15,8.28.17,50,7.9,21.5,M,A,1,3,Monica,Monica,sunny,18.9,,2526.87,34.9124,94019.1,180.11,3,4,1,1,2,2,4,7,9,12,11,17,18,17,14,11,9,6,3,4,2,2,2,0,1,2,5,6,4,4,2,3,3,0,1,2,34,122.253,12.2787,3.40333,74.4062,63.5289,-,-,-,135.332,44.7104,14.0975
Trial   307,AP,No,16,8.28.17,35,8.5,23.5,F,A,2,3,Monica,Monica,sunny,18.9,,1075.11,19.4017,52345.7,180.11,6,5,3,2,3,2,1,2,2,2,2,6,4,6,3,1,3,3,2,3,2,2,0,1,2,3,5,1,0,1,2,1,1,0,1,1,33,157.421,20.6869,2.00196,114.579,65.5308,-,-,-,71.0028,109.04,5.97582
-,AP,No,17,8.28.17,37,9.5,17.5,M,A,2,2,Monica,Monica,sunny,18.9,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,AP,No,18,8.28.17,51,10.2,22.5,M,A,1,1,Monica,Monica,sunny,18.9,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   308,OF,No,1,9.01.17,45,1.2,21.5,F,A,2,3,Monica,Monica,Windy/cloudy,16.1,,996.416,33.3133,89646,180.11,10,1,0,0,0,1,2,1,1,1,2,3,3,3,2,3,4,4,6,9,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,2,28,169.566,3.3366,0.867516,135.332,38.4376,-,-,-,76.4749,103.568,5.56734
Trial   309,OF,No,2,9.01.17,30,1.5,35.5,F,A,3,3,Monica,Monica,Windy/cloudy,16.1,preg,2210.76,31.8973,85867.5,180.11,7,10,6,4,4,5,6,6,4,8,8,7,8,7,17,9,3,4,3,5,7,2,2,4,3,4,7,7,6,5,6,5,3,0,3,6,35,124.322,19.8194,2.66928,73.2717,73.5387,-,-,-,127.391,52.6515,12.3431
Trial   310,OF,No,3,9.01.17,32,1.7,24,M,A,3,1,Monica,Monica,Windy/cloudy,16.1,Escaped after OF,2499.9,23.2405,62470.4,180.11,16,7,7,7,7,4,2,1,2,3,4,5,3,6,8,7,6,6,8,18,17,11,6,5,4,2,4,6,6,9,11,12,9,4,5,6,36,126.257,37.9038,7.20706,106.371,64.997,-,-,-,138.002,41.9744,13.9992
Trial   311,OF,Yes,4,9.01.17,3,7.1,38.5,F,A,13,3,Monica,Monica,Windy/cloudy,16.1,preg?,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
Trial   312,OF,No,5,9.01.17,46,2.9,20.5,F,A,2,3,Monica,Monica,Windy/cloudy,16.1,,4859.89,31.3704,84480.5,180.11,9,7,7,8,9,8,10,7,10,13,17,17,12,12,19,21,13,10,8,7,7,5,4,9,6,4,13,17,20,19,20,10,6,7,10,17,36,84.416,34.7006,13.2797,65.4641,66.9322,-,-,-,152.683,27.3601,27.1135
Trial   313,OF,No,6,9.01.17,48,5.4,29,F,A,2,3,Monica,Monica,Windy/cloudy,16.1,,4184.97,33.1093,89097,180.11,12,6,5,5,11,15,10,6,7,12,16,21,16,15,23,28,13,13,13,19,6,6,4,8,6,8,12,11,8,10,9,9,0,1,7,4,35,136.867,31.2306,3.1364,70.2688,100.966,-,-,-,146.343,33.6329,23.383
Trial   314,OF,No,7,9.01.17,8,6.3,32,M,A,10,3,Monica,Monica,Windy/cloudy,16.1,,1415.64,38.1681,102596,179.976,4,5,3,3,4,8,10,6,5,7,6,3,3,2,11,10,4,2,2,2,4,0,0,2,1,2,5,3,1,2,2,3,1,1,0,0,32,162.492,5.87242,0.734052,30.4298,138.669,-,-,-,88.4199,91.2894,7.90968
Trial   315,OF,No,8,9.01.17,53,6.7,25.5,F,A,1,3,Monica,Monica,Windy/cloudy,16.1,leans head to the right,3495.91,23.2359,62434.8,180.11,32,15,10,9,11,12,10,9,7,10,9,7,8,8,18,15,17,18,17,25,8,6,4,7,6,8,10,4,1,6,2,0,2,1,2,0,34,148.946,15.2149,1.73503,103.835,62.0608,-,-,-,150.147,29.8959,19.5914
Trial   316,OF,No,9,9.01.17,31,6.9,23,M,A,3,3,Monica,Monica,Windy/cloudy,16.1,,2299.16,36.0904,96830.6,180.043,3,4,4,2,3,7,7,2,2,4,5,4,2,6,11,9,4,3,3,4,4,3,4,6,4,5,6,8,7,3,3,3,5,4,6,8,36,75.8743,17.7507,4.07065,34.5672,63.1285,-,-,-,118.783,60.993,12.8991
Trial   317,OF,No,10,9.01.17,49,7.8,18,F,J,2,3,Monica,Monica,Windy/cloudy,16.1,,1930.28,32.9591,88528.1,180.11,4,6,5,6,8,8,9,6,6,7,7,10,2,2,2,7,7,3,4,2,5,5,2,5,2,4,9,5,3,6,3,6,3,1,2,3,36,133.597,18.0176,2.66928,38.0372,116.247,-,-,-,115.38,64.6633,10.8256
Trial   318,OF,No,11,9.01.17,50,7.9,21,M,A,2,3,Monica,Monica,Windy/cloudy,16.1,,3715.59,28.2739,75971.9,180.11,9,8,13,14,9,6,4,3,4,5,5,7,9,9,15,11,16,15,13,12,8,8,5,3,2,3,4,1,2,4,9,9,4,2,1,1,36,90.6221,15.2816,2.13542,61.5936,46.4455,-,-,-,144.074,35.9685,20.8225
Trial   319,OF,No,12,9.01.17,40,8.2,24.5,M,A,3,3,Monica,Monica,Windy/cloudy,16.1,botfly,1079.9,29.9984,80035.7,179.442,6,6,2,2,3,5,4,2,2,3,3,2,2,2,6,9,3,3,2,9,9,2,2,2,1,0,1,1,1,2,2,1,3,2,1,1,35,159.156,10.4769,3.1364,121.786,50.9832,-,-,-,84.0823,94.9596,6.10434
Trial   320,OF,No,13,9.01.17,35,8.5,25.5,F,A,3,2,Monica,Monica,Windy/cloudy,16.1,"botfly, rain",312.274,19.1179,51446.4,180.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,180.11,-,-,122.587,57.523,-,-,-,29.9627,150.08,1.74479
Trial   321,AGG,No,1,9.01.17,45,1.2,21.5,F,A,2,3,Monica,Monica,Windy/cloudy,16.1,,1767.65,26.3201,70932.7,180.11,10,6,4,3,5,8,7,3,1,2,2,5,4,3,4,7,8,4,7,9,4,2,2,3,3,3,3,2,3,7,4,5,1,1,0,2,35,156.954,18.6182,0.533856,106.371,69.7349,-,-,-,104.636,75.4072,9.84711
Trial   322,AGG,No,2,9.01.17,30,1.5,35.5,F,A,3,3,Monica,Monica,Windy/cloudy,16.1,preg,2330.19,18.7531,50464.6,180.11,10,3,2,3,3,2,2,1,2,2,3,3,3,3,6,8,8,10,14,17,8,5,4,4,2,0,1,3,4,9,10,9,3,4,1,4,35,82.0136,13.4131,1.93523,73.8056,23.5564,-,-,-,116.314,63.7291,13.0196
-,AGG,No,3,9.01.17,32,1.7,24,M,A,3,1,Monica,Monica,Windy/cloudy,16.1,Escaped after OF,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trial   323,AGG,Yes,4,9.01.17,3,7.1,38.5,F,A,13,3,Monica,Monica,Windy/cloudy,16.1,preg?,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
